timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
2367.00;66.74;3216.64;0.38;1.28;0.05;162.17;HBEFA3/PC_G_EU4;0.00;1025.98;veh124;27497426_0;62.12;3.39;!veh124!var#1;7.60;veh_passenger;0.00;16.367334;48.206926
2367.00;57.59;3471.62;0.34;1.36;0.05;93.94;HBEFA3/PC_G_EU4;0.00;1107.30;veh128;1324975135_0;63.02;15.80;!veh128!var#1;8.94;veh_passenger;0.00;16.365206;48.208308
2367.00;0.00;0.00;0.00;0.00;0.00;70.28;HBEFA3/PC_G_EU4;0.00;0.00;veh129;1128049584#0_0;58.41;1.95;!veh129!var#1;7.04;veh_passenger;0.00;16.369244;48.208999
2367.00;136.06;2474.43;0.68;1.09;0.05;338.71;HBEFA3/PC_G_EU4;0.00;789.28;veh130;116758232_0;56.84;29.17;!veh130!var#1;1.50;veh_passenger;0.00;16.368061;48.207369
2367.00;65.15;2032.39;0.34;0.77;0.02;205.60;HBEFA3/PC_G_EU4;0.00;648.27;veh135;:33196462_3_0;58.52;7.34;!veh135!var#1;5.72;veh_passenger;0.00;16.363950;48.209942
2367.00;0.00;0.00;0.00;0.00;0.00;231.81;HBEFA3/PC_G_EU4;0.00;0.00;veh90;1320671226_0;52.68;2.81;!veh90!var#1;1.45;veh_passenger;0.00;16.378801;48.209738
2367.00;131.87;3049.35;0.67;1.34;0.06;114.01;HBEFA3/PC_G_EU4;0.00;972.64;veh93;39314766#1_0;61.65;67.31;!veh93!var#1;2.50;veh_passenger;0.00;16.378274;48.208286
2368.00;22.62;8157.96;5.22;79.50;2.29;338.71;HBEFA3/Bus;0.00;2580.20;bus39;116758232_0;71.10;21.46;!bus39!var#1;1.77;bus_bus;0.00;16.368097;48.207304
2368.00;0.00;0.00;0.00;0.00;0.00;217.86;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle40;-8072643#0_0;60.36;27.12;!motorcycle40!var#1;8.47;motorcycle_motorcycle;0.00;16.376237;48.205277
2368.00;29.88;21060.28;0.00;183.85;3.69;154.84;HBEFA3/HDV;0.00;6624.97;truck62;947169050_0;74.75;2.83;!truck62!var#1;6.79;truck_truck;0.00;16.362861;48.208779
2368.00;17.35;9696.57;0.00;96.58;2.35;155.10;HBEFA3/HDV;0.00;3050.15;truck63;4583443_0;69.83;12.31;!truck63!var#1;5.50;truck_truck;0.00;16.366846;48.207664
2368.00;16.75;9307.01;0.00;91.02;2.25;218.38;HBEFA3/HDV;0.00;2927.56;truck66;190494839#5_0;70.88;15.96;!truck66!var#1;7.66;truck_truck;0.00;16.367833;48.211515
2368.00;132.22;2637.92;0.66;1.16;0.06;119.31;HBEFA3/PC_G_EU4;0.00;841.42;veh101;39314766#1_0;58.76;58.27;!veh101!var#1;1.95;veh_passenger;0.00;16.378166;48.208323
2368.00;31.79;1677.08;0.18;0.54;0.01;126.02;HBEFA3/PC_G_EU4;0.00;534.94;veh120;1324975164_0;59.60;27.27;!veh120!var#1;7.89;veh_passenger;0.00;16.373843;48.209469
2368.00;0.00;0.00;0.00;0.00;0.00;238.27;HBEFA3/PC_G_EU4;0.00;0.00;veh121;455386120_0;56.08;50.03;!veh121!var#1;4.15;veh_passenger;0.00;16.364218;48.210667
2368.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/PC_G_EU4;0.00;0.00;veh124;27497426_0;52.97;9.13;!veh124!var#1;5.74;veh_passenger;0.00;16.367353;48.206876
2368.00;31.08;2208.12;0.19;0.77;0.02;93.94;HBEFA3/PC_G_EU4;0.00;704.31;veh128;1324975135_0;61.20;24.79;!veh128!var#1;8.99;veh_passenger;0.00;16.365327;48.208301
2368.00;49.76;2068.57;0.27;0.75;0.02;68.25;HBEFA3/PC_G_EU4;0.00;659.81;veh129;1128049584#0_0;59.60;8.97;!veh129!var#1;7.03;veh_passenger;0.00;16.369332;48.209021
2368.00;130.84;2936.03;0.66;1.28;0.06;338.71;HBEFA3/PC_G_EU4;0.00;936.50;veh130;116758232_0;60.94;31.59;!veh130!var#1;2.42;veh_passenger;0.00;16.368049;48.207390
2368.00;65.17;1948.05;0.34;0.73;0.02;241.44;HBEFA3/PC_G_EU4;0.00;621.37;veh135;4998718_0;58.19;2.74;!veh135!var#1;5.58;veh_passenger;0.00;16.363884;48.209919
2368.00;131.65;2826.81;0.66;1.24;0.06;221.49;HBEFA3/PC_G_EU4;0.00;901.66;veh90;1320671226_0;60.25;5.04;!veh90!var#1;2.23;veh_passenger;0.00;16.378784;48.209721
2368.00;0.00;0.00;0.00;0.00;0.00;109.02;HBEFA3/PC_G_EU4;0.00;0.00;veh93;39314766#1_0;54.08;69.21;!veh93!var#1;1.90;veh_passenger;0.00;16.378298;48.208281
2369.00;23.44;9114.83;5.34;85.75;2.39;338.71;HBEFA3/Bus;0.00;2883.09;bus39;116758232_0;71.38;23.82;!bus39!var#1;2.36;bus_bus;0.00;16.368086;48.207324
2369.00;0.00;0.00;0.00;0.00;0.00;219.49;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle40;-8072643#0_0;55.26;34.10;!motorcycle40!var#1;6.98;motorcycle_motorcycle;0.00;16.376178;48.205228
2369.00;30.01;21225.04;0.00;184.33;3.69;147.82;HBEFA3/HDV;0.00;6676.79;truck62;947169050_0;74.71;10.32;!truck62!var#1;7.49;truck_truck;0.00;16.362913;48.208721
2369.00;16.11;8576.38;0.00;87.98;2.22;155.10;HBEFA3/HDV;0.00;2697.76;truck63;4583443_0;69.24;17.68;!truck63!var#1;5.37;truck_truck;0.00;16.366876;48.207620
2369.00;19.21;11527.57;0.00;108.34;2.51;218.38;HBEFA3/HDV;0.00;3626.11;truck66;190494839#5_0;71.57;23.65;!truck66!var#1;7.69;truck_truck;0.00;16.367768;48.211462
2369.00;124.97;2857.98;0.63;1.24;0.06;119.31;HBEFA3/PC_G_EU4;0.00;911.60;veh101;39314766#1_0;60.32;60.97;!veh101!var#1;2.70;veh_passenger;0.00;16.378198;48.208311
2369.00;0.00;0.00;0.00;0.00;0.00;126.02;HBEFA3/PC_G_EU4;0.00;0.00;veh120;1324975164_0;58.66;34.76;!veh120!var#1;7.49;veh_passenger;0.00;16.373924;48.209428
2369.00;0.00;0.00;0.00;0.00;0.00;238.27;HBEFA3/PC_G_EU4;0.00;0.00;veh121;455386120_0;56.46;53.89;!veh121!var#1;3.86;veh_passenger;0.00;16.364174;48.210649
2369.00;0.00;0.00;0.00;0.00;0.00;156.69;HBEFA3/PC_G_EU4;0.00;0.00;veh124;:17322927_1_0;51.07;3.10;!veh124!var#1;3.97;veh_passenger;0.00;16.367375;48.206844
2369.00;0.00;0.00;0.00;0.00;0.00;93.94;HBEFA3/PC_G_EU4;0.00;0.00;veh128;1324975135_0;57.86;32.91;!veh128!var#1;8.11;veh_passenger;0.00;16.365436;48.208295
2369.00;75.86;3800.62;0.43;1.55;0.06;45.57;HBEFA3/PC_G_EU4;0.00;1212.24;veh129;:12218708565_0_0;63.30;3.62;!veh129!var#1;7.86;veh_passenger;0.00;16.369409;48.209069
2369.00;118.35;2446.71;0.59;1.05;0.05;338.77;HBEFA3/PC_G_EU4;0.00;780.43;veh130;:283097494_1_0;57.69;0.10;!veh130!var#1;2.58;veh_passenger;0.00;16.368038;48.207411
2369.00;116.13;5474.80;0.66;2.35;0.11;244.38;HBEFA3/PC_G_EU4;0.00;1746.21;veh135;4998718_0;66.83;10.09;!veh135!var#1;7.35;veh_passenger;0.00;16.363794;48.209891
2369.00;123.01;2327.16;0.61;1.01;0.05;214.55;HBEFA3/PC_G_EU4;0.00;742.31;veh90;1320671226_0;56.36;7.16;!veh90!var#1;2.12;veh_passenger;0.00;16.378769;48.209705
2369.00;0.00;0.00;0.00;0.00;0.00;106.21;HBEFA3/PC_G_EU4;0.00;0.00;veh93;39314766#1_0;54.00;70.55;!veh93!var#1;1.34;veh_passenger;0.00;16.378316;48.208277
2370.00;21.54;7544.86;5.13;74.39;2.19;338.71;HBEFA3/Bus;0.00;2386.31;bus39;116758232_0;69.22;26.35;!bus39!var#1;2.53;bus_bus;0.00;16.368074;48.207345
2370.00;72.09;2355.13;0.31;0.58;0.09;210.91;HBEFA3/LDV_G_EU6;0.00;751.26;motorcycle40;:48210052_0_0;60.85;6.44;!motorcycle40!var#1;7.27;motorcycle_motorcycle;0.00;16.376121;48.205175
2370.00;30.22;21466.26;0.00;185.48;3.70;147.82;HBEFA3/HDV;0.00;6752.66;truck62;947169050_0;74.79;18.44;!truck62!var#1;8.12;truck_truck;0.00;16.362970;48.208659
2370.00;18.37;10612.19;0.00;103.82;2.46;155.10;HBEFA3/HDV;0.00;3338.19;truck63;4583443_0;70.23;23.11;!truck63!var#1;5.42;truck_truck;0.00;16.366905;48.207576
2370.00;16.20;8808.08;0.00;87.27;2.19;218.38;HBEFA3/HDV;0.00;2770.61;truck66;190494839#5_0;70.66;31.19;!truck66!var#1;7.54;truck_truck;0.00;16.367703;48.211410
2370.00;0.00;0.00;0.00;0.00;0.00;119.31;HBEFA3/PC_G_EU4;0.00;0.00;veh101;39314766#1_0;51.84;62.57;!veh101!var#1;1.61;veh_passenger;0.00;16.378216;48.208304
2370.00;47.91;2299.97;0.27;0.85;0.02;126.02;HBEFA3/PC_G_EU4;0.00;733.61;veh120;1324975164_0;60.42;42.36;!veh120!var#1;7.60;veh_passenger;0.00;16.374005;48.209387
2370.00;96.99;2557.16;0.50;1.06;0.04;238.27;HBEFA3/PC_G_EU4;0.00;815.65;veh121;455386120_0;59.14;58.05;!veh121!var#1;4.17;veh_passenger;0.00;16.364125;48.210630
2370.00;99.49;3000.91;0.52;1.26;0.05;104.73;HBEFA3/PC_G_EU4;0.00;957.18;veh124;:17322927_1_0;60.89;7.74;!veh124!var#1;4.64;veh_passenger;0.00;16.367431;48.206835
2370.00;33.14;1783.00;0.19;0.59;0.01;97.91;HBEFA3/PC_G_EU4;0.00;568.72;veh128;1324975135_0;59.82;40.88;!veh128!var#1;7.97;veh_passenger;0.00;16.365542;48.208285
2370.00;0.00;0.00;0.00;0.00;0.00;45.62;HBEFA3/PC_G_EU4;0.00;0.00;veh129;4998699_0;49.94;3.53;!veh129!var#1;4.99;veh_passenger;0.00;16.369447;48.209093
2370.00;130.97;4419.66;0.70;1.93;0.09;342.02;HBEFA3/PC_G_EU4;0.00;1409.69;veh130;:283097494_1_0;66.10;4.58;!veh130!var#1;4.48;veh_passenger;0.00;16.368020;48.207450
2370.00;59.90;2987.48;0.34;1.17;0.04;244.38;HBEFA3/PC_G_EU4;0.00;952.89;veh135;4998718_0;61.76;17.88;!veh135!var#1;7.79;veh_passenger;0.00;16.363699;48.209862
2370.00;0.00;0.00;0.00;0.00;0.00;212.26;HBEFA3/PC_G_EU4;0.00;0.00;veh90;1320671226_0;53.67;8.63;!veh90!var#1;1.47;veh_passenger;0.00;16.378758;48.209694
2370.00;137.31;2498.22;0.68;1.10;0.05;106.21;HBEFA3/PC_G_EU4;0.00;796.87;veh93;39314766#1_0;57.04;72.01;!veh93!var#1;1.46;veh_passenger;0.00;16.378334;48.208273
2371.00;0.00;0.00;0.00;0.00;0.00;338.71;HBEFA3/Bus;0.00;0.00;bus39;116758232_0;66.35;28.56;!bus39!var#1;2.21;bus_bus;0.00;16.368064;48.207364
2371.00;0.00;0.00;0.00;0.00;0.00;213.43;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle40;:48210052_0_0;58.19;13.31;!motorcycle40!var#1;6.87;motorcycle_motorcycle;0.00;16.376072;48.205123
2371.00;21.97;14049.09;0.00;127.34;2.80;147.82;HBEFA3/HDV;0.00;4419.33;truck62;947169050_0;72.59;26.72;!truck62!var#1;8.28;truck_truck;0.00;16.363027;48.208595
2371.00;17.88;10174.39;0.00;100.39;2.41;155.10;HBEFA3/HDV;0.00;3200.46;truck63;4583443_0;70.02;28.55;!truck63!var#1;5.44;truck_truck;0.00;16.366935;48.207531
2371.00;24.65;16435.33;0.00;146.46;3.10;218.38;HBEFA3/HDV;0.00;5170.01;truck66;190494839#5_0;73.16;39.06;!truck66!var#1;7.88;truck_truck;0.00;16.367636;48.211355
2371.00;132.35;2484.97;0.66;1.09;0.05;119.31;HBEFA3/PC_G_EU4;0.00;792.64;veh101;39314766#1_0;57.24;64.31;!veh101!var#1;1.74;veh_passenger;0.00;16.378237;48.208296
2371.00;65.73;3523.21;0.38;1.41;0.05;126.03;HBEFA3/PC_G_EU4;0.00;1123.76;veh120;1324975164_0;62.89;50.62;!veh120!var#1;8.26;veh_passenger;0.00;16.374094;48.209342
2371.00;0.00;0.00;0.00;0.00;0.00;238.28;HBEFA3/PC_G_EU4;0.00;0.00;veh121;4998720#0_0;54.49;1.37;!veh121!var#1;3.45;veh_passenger;0.00;16.364087;48.210615
2371.00;0.00;0.00;0.00;0.00;0.00;79.27;HBEFA3/PC_G_EU4;0.00;0.00;veh124;:3553717000_0_0;47.91;1.02;!veh124!var#1;2.44;veh_passenger;0.00;16.367462;48.206842
2371.00;52.99;2956.52;0.31;1.14;0.04;98.50;HBEFA3/PC_G_EU4;0.00;943.01;veh128;1324975135_0;61.96;49.24;!veh128!var#1;8.37;veh_passenger;0.00;16.365653;48.208273
2371.00;0.00;0.00;0.00;0.00;0.00;45.58;HBEFA3/PC_G_EU4;0.00;0.00;veh129;4998699_0;55.67;7.93;!veh129!var#1;4.40;veh_passenger;0.00;16.369490;48.209120
2371.00;90.44;2749.29;0.47;1.13;0.05;331.92;HBEFA3/PC_G_EU4;0.00;876.93;veh130;:283097494_1_0;60.11;9.50;!veh130!var#1;4.92;veh_passenger;0.00;16.367990;48.207489
2371.00;0.00;0.00;0.00;0.00;0.00;244.38;HBEFA3/PC_G_EU4;0.00;0.00;veh135;4998718_0;56.07;24.62;!veh135!var#1;6.74;veh_passenger;0.00;16.363616;48.209837
2371.00;132.61;2616.99;0.66;1.15;0.06;212.25;HBEFA3/PC_G_EU4;0.00;834.75;veh90;1320671226_0;58.56;10.53;!veh90!var#1;1.90;veh_passenger;0.00;16.378744;48.209680
2371.00;0.00;0.00;0.00;0.00;0.00;106.21;HBEFA3/PC_G_EU4;0.00;0.00;veh93;39314766#1_0;55.85;73.32;!veh93!var#1;1.32;veh_passenger;0.00;16.378351;48.208270
2372.00;20.47;6475.96;5.00;67.09;2.07;338.71;HBEFA3/Bus;0.00;2048.00;bus39;116758232_0;67.98;30.76;!bus39!var#1;2.19;bus_bus;0.00;16.368053;48.207383
2372.00;276.17;7525.53;1.25;1.60;0.43;216.46;HBEFA3/LDV_G_EU6;0.00;2400.61;motorcycle40;8072744_0;70.10;7.78;!motorcycle40!var#1;9.20;motorcycle_motorcycle;0.00;16.375997;48.205057
2372.00;18.65;11063.44;0.00;104.04;2.44;149.44;HBEFA3/HDV;0.00;3480.09;truck62;947169050_0;71.74;34.98;!truck62!var#1;8.26;truck_truck;0.00;16.363082;48.208530
2372.00;0.00;0.00;0.00;0.00;0.00;148.56;HBEFA3/HDV;0.00;0.00;truck63;:12329087451_0_0;67.66;1.73;!truck63!var#1;5.03;truck_truck;0.00;16.366971;48.207494
2372.00;0.00;0.00;0.00;0.00;0.00;218.72;HBEFA3/HDV;0.00;0.00;truck66;:1838182003_0_0;70.18;3.61;!truck66!var#1;7.60;truck_truck;0.00;16.367571;48.211302
2372.00;0.00;0.00;0.00;0.00;0.00;118.17;HBEFA3/PC_G_EU4;0.00;0.00;veh101;39314766#1_0;55.06;65.73;!veh101!var#1;1.41;veh_passenger;0.00;16.378254;48.208290
2372.00;0.00;0.00;0.00;0.00;0.00;126.03;HBEFA3/PC_G_EU4;0.00;0.00;veh120;1324975164_0;59.00;58.50;!veh120!var#1;7.88;veh_passenger;0.00;16.374179;48.209300
2372.00;129.67;4995.22;0.71;2.17;0.10;238.30;HBEFA3/PC_G_EU4;0.00;1593.26;veh121;4998720#0_0;66.97;6.82;!veh121!var#1;5.45;veh_passenger;0.00;16.364024;48.210590
2372.00;0.00;0.00;0.00;0.00;0.00;69.54;HBEFA3/PC_G_EU4;0.00;0.00;veh124;:3553717000_0_0;54.92;3.03;!veh124!var#1;2.02;veh_passenger;0.00;16.367487;48.206849
2372.00;0.00;0.00;0.00;0.00;0.00;98.50;HBEFA3/PC_G_EU4;0.00;0.00;veh128;1324975135_0;59.33;57.28;!veh128!var#1;8.04;veh_passenger;0.00;16.365760;48.208261
2372.00;0.00;0.00;0.00;0.00;0.00;43.59;HBEFA3/PC_G_EU4;0.00;0.00;veh129;4998699_0;57.11;12.15;!veh129!var#1;4.21;veh_passenger;0.00;16.369530;48.209148
2372.00;77.08;2005.44;0.39;0.78;0.03;317.32;HBEFA3/PC_G_EU4;0.00;639.68;veh130;4997582#2_0;57.64;3.41;!veh130!var#1;4.78;veh_passenger;0.00;16.367947;48.207521
2372.00;53.55;2073.12;0.29;0.76;0.02;244.38;HBEFA3/PC_G_EU4;0.00;661.26;veh135;4998718_0;59.38;31.33;!veh135!var#1;6.72;veh_passenger;0.00;16.363534;48.209812
2372.00;0.00;0.00;0.00;0.00;0.00;212.25;HBEFA3/PC_G_EU4;0.00;0.00;veh90;1320671226_0;54.61;11.99;!veh90!var#1;1.46;veh_passenger;0.00;16.378733;48.209669
2372.00;135.75;2572.95;0.68;1.13;0.06;106.21;HBEFA3/PC_G_EU4;0.00;820.70;veh93;39314766#1_0;58.03;74.97;!veh93!var#1;1.65;veh_passenger;0.00;16.378372;48.208265
2373.00;24.04;9816.21;5.43;90.34;2.46;338.71;HBEFA3/Bus;0.00;3105.12;bus39;116758232_0;71.60;33.54;!bus39!var#1;2.78;bus_bus;0.00;16.368040;48.207406
2373.00;0.00;0.00;0.00;0.00;0.00;216.46;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle40;8072744_0;53.38;14.54;!motorcycle40!var#1;6.76;motorcycle_motorcycle;0.00;16.375942;48.205008
2373.00;15.23;7972.62;0.00;80.14;2.07;149.42;HBEFA3/HDV;0.00;2507.77;truck62;947169050_0;70.77;43.04;!truck62!var#1;8.05;truck_truck;0.00;16.363136;48.208467
2373.00;32.36;23247.90;0.00;201.75;3.97;143.04;HBEFA3/HDV;0.00;7313.17;truck63;1332659462_0;75.97;4.31;!truck63!var#1;6.10;truck_truck;0.00;16.367012;48.207449
2373.00;22.16;14188.62;0.00;129.00;2.83;219.15;HBEFA3/HDV;0.00;4463.24;truck66;190494839#6_0;72.43;0.37;!truck66!var#1;7.80;truck_truck;0.00;16.367503;48.211249
2373.00;134.78;2537.60;0.67;1.12;0.05;113.81;HBEFA3/PC_G_EU4;0.00;809.43;veh101;39314766#1_0;57.68;67.39;!veh101!var#1;1.66;veh_passenger;0.00;16.378275;48.208286
2373.00;0.00;0.00;0.00;0.00;0.00;126.03;HBEFA3/PC_G_EU4;0.00;0.00;veh120;1324975164_0;57.83;65.77;!veh120!var#1;7.27;veh_passenger;0.00;16.374257;48.209260
2373.00;94.75;3969.73;0.52;1.66;0.07;238.30;HBEFA3/PC_G_EU4;0.00;1266.18;veh121;4998720#0_0;63.62;13.36;!veh121!var#1;6.54;veh_passenger;0.00;16.363948;48.210560
2373.00;124.47;2552.25;0.63;1.11;0.05;66.62;HBEFA3/PC_G_EU4;0.00;814.09;veh124;4997564#1_0;58.24;0.33;!veh124!var#1;2.32;veh_passenger;0.00;16.367516;48.206857
2373.00;37.70;2029.12;0.22;0.71;0.02;99.63;HBEFA3/PC_G_EU4;0.00;647.22;veh128;1324975135_0;60.25;65.30;!veh128!var#1;8.01;veh_passenger;0.00;16.365866;48.208248
2373.00;91.27;2467.12;0.47;1.01;0.04;42.89;HBEFA3/PC_G_EU4;0.00;786.93;veh129;4998699_0;58.95;16.59;!veh129!var#1;4.44;veh_passenger;0.00;16.369571;48.209176
2373.00;136.34;6292.61;0.77;2.74;0.13;308.99;HBEFA3/PC_G_EU4;0.00;2007.05;veh130;4997582#2_0;68.89;10.47;!veh130!var#1;7.06;veh_passenger;0.00;16.367875;48.207562
2373.00;59.14;2459.68;0.32;0.94;0.03;244.38;HBEFA3/PC_G_EU4;0.00;784.55;veh135;4998718_0;60.31;38.25;!veh135!var#1;6.91;veh_passenger;0.00;16.363449;48.209786
2373.00;0.00;0.00;0.00;0.00;0.00;212.25;HBEFA3/PC_G_EU4;0.00;0.00;veh90;1320671226_0;55.61;13.26;!veh90!var#1;1.27;veh_passenger;0.00;16.378724;48.209659
2373.00;129.13;2998.54;0.66;1.31;0.06;106.21;HBEFA3/PC_G_EU4;0.00;956.44;veh93;39314766#1_0;61.24;77.58;!veh93!var#1;2.61;veh_passenger;0.00;16.378406;48.208258
2374.00;0.00;0.00;0.00;0.00;0.00;339.18;HBEFA3/Bus;0.00;0.00;bus39;:283097494_1_0;66.46;1.92;!bus39!var#1;2.46;bus_bus;0.00;16.368030;48.207427
2374.00;151.34;4359.42;0.67;0.97;0.22;216.46;HBEFA3/LDV_G_EU6;0.00;1390.63;motorcycle40;8072744_0;64.83;22.51;!motorcycle40!var#1;7.97;motorcycle_motorcycle;0.00;16.375877;48.204951
2374.00;28.78;20199.62;0.00;175.07;3.54;149.42;HBEFA3/HDV;0.00;6354.19;truck62;947169050_0;74.45;51.60;!truck62!var#1;8.57;truck_truck;0.00;16.363192;48.208400
2374.00;33.85;24658.40;0.00;211.61;4.11;155.52;HBEFA3/HDV;0.00;7756.88;truck63;:17322928_1_0;76.06;5.87;!truck63!var#1;7.09;truck_truck;0.00;16.367050;48.207391
2374.00;0.00;0.00;0.00;0.00;0.00;220.95;HBEFA3/HDV;0.00;0.00;truck66;190494839#6_0;70.21;7.92;!truck66!var#1;7.55;truck_truck;0.00;16.367435;48.211198
2374.00;0.00;0.00;0.00;0.00;0.00;109.68;HBEFA3/PC_G_EU4;0.00;0.00;veh101;39314766#1_0;56.17;68.96;!veh101!var#1;1.57;veh_passenger;0.00;16.378295;48.208281
2374.00;54.80;2592.82;0.31;0.99;0.03;126.03;HBEFA3/PC_G_EU4;0.00;827.01;veh120;1324975164_0;60.91;73.29;!veh120!var#1;7.52;veh_passenger;0.00;16.374338;48.209219
2374.00;0.00;0.00;0.00;0.00;0.00;238.30;HBEFA3/PC_G_EU4;0.00;0.00;veh121;4998720#0_0;46.85;16.84;!veh121!var#1;3.48;veh_passenger;0.00;16.363908;48.210544
2374.00;0.00;0.00;0.00;0.00;0.00;66.81;HBEFA3/PC_G_EU4;0.00;0.00;veh124;4997564#1_0;56.15;2.49;!veh124!var#1;2.17;veh_passenger;0.00;16.367543;48.206864
2374.00;75.13;4341.17;0.44;1.77;0.07;103.59;HBEFA3/PC_G_EU4;0.00;1384.64;veh128;1324975135_0;64.42;74.27;!veh128!var#1;8.98;veh_passenger;0.00;16.365983;48.208228
2374.00;85.56;2168.47;0.44;0.87;0.03;42.89;HBEFA3/PC_G_EU4;0.00;691.68;veh129;4998699_0;57.86;21.00;!veh129!var#1;4.41;veh_passenger;0.00;16.369612;48.209205
2374.00;0.00;0.00;0.00;0.00;0.00;309.22;HBEFA3/PC_G_EU4;0.00;0.00;veh130;:33182908_0_0;53.94;3.25;!veh130!var#1;5.64;veh_passenger;0.00;16.367818;48.207595
2374.00;54.46;2293.05;0.30;0.86;0.03;244.38;HBEFA3/PC_G_EU4;0.00;731.40;veh135;4998718_0;60.03;45.27;!veh135!var#1;7.02;veh_passenger;0.00;16.363363;48.209760
2374.00;133.79;2918.40;0.68;1.28;0.06;212.25;HBEFA3/PC_G_EU4;0.00;930.88;veh90;1320671226_0;60.95;15.47;!veh90!var#1;2.21;veh_passenger;0.00;16.378707;48.209643
2374.00;0.00;0.00;0.00;0.00;0.00;105.25;HBEFA3/PC_G_EU4;0.00;0.00;veh93;:60143829_6_0;55.37;0.73;!veh93!var#1;2.26;veh_passenger;0.00;16.378435;48.208253
2375.00;28.54;14020.18;5.98;119.60;2.95;340.46;HBEFA3/Bus;0.00;4435.58;bus39;:283097494_1_0;74.58;5.44;!bus39!var#1;3.52;bus_bus;0.00;16.368017;48.207457
2375.00;44.74;2018.40;0.20;0.52;0.05;216.46;HBEFA3/LDV_G_EU6;0.00;643.84;motorcycle40;8072744_0;60.56;30.54;!motorcycle40!var#1;8.03;motorcycle_motorcycle;0.00;16.375811;48.204894
2375.00;0.00;0.00;0.00;0.00;0.00;149.42;HBEFA3/HDV;0.00;0.00;truck62;947169050_0;69.04;59.54;!truck62!var#1;7.94;truck_truck;0.00;16.363245;48.208338
2375.00;39.05;29413.83;0.00;247.46;4.66;155.87;HBEFA3/HDV;0.00;9252.84;truck63;31130247#0_0;77.34;5.32;!truck63!var#1;8.21;truck_truck;0.00;16.367094;48.207323
2375.00;23.35;15258.14;0.00;137.34;2.96;220.95;HBEFA3/HDV;0.00;4799.69;truck66;190494839#6_0;72.77;15.73;!truck66!var#1;7.81;truck_truck;0.00;16.367365;48.211146
2375.00;129.98;2937.46;0.66;1.28;0.06;106.21;HBEFA3/PC_G_EU4;0.00;936.96;veh101;39314766#1_0;60.91;71.44;!veh101!var#1;2.48;veh_passenger;0.00;16.378327;48.208275
2375.00;53.06;2662.32;0.30;1.01;0.03;126.01;HBEFA3/PC_G_EU4;0.00;849.18;veh120;1324975164_0;61.18;81.09;!veh120!var#1;7.80;veh_passenger;0.00;16.374422;48.209177
2375.00;132.05;5192.40;0.72;2.26;0.11;238.29;HBEFA3/PC_G_EU4;0.00;1656.15;veh121;:33196458_0_0;67.43;4.35;!veh121!var#1;5.58;veh_passenger;0.00;16.363843;48.210518
2375.00;0.00;0.00;0.00;0.00;0.00;66.96;HBEFA3/PC_G_EU4;0.00;0.00;veh124;4997564#1_0;54.34;4.14;!veh124!var#1;1.65;veh_passenger;0.00;16.367564;48.206870
2375.00;0.00;0.00;0.00;0.00;0.00;103.59;HBEFA3/PC_G_EU4;0.00;0.00;veh128;1324975135_0;60.12;83.01;!veh128!var#1;8.74;veh_passenger;0.00;16.366096;48.208208
2375.00;92.80;2889.75;0.49;1.19;0.05;65.15;HBEFA3/PC_G_EU4;0.00;921.73;veh129;:1068425379_0_0;60.57;4.27;!veh129!var#1;4.96;veh_passenger;0.00;16.369670;48.209222
2375.00;65.77;1900.55;0.34;0.71;0.02;4.89;HBEFA3/PC_G_EU4;0.00;606.22;veh130;:33182908_0_0;57.95;8.71;!veh130!var#1;5.46;veh_passenger;0.00;16.367822;48.207641
2375.00;76.75;3853.24;0.44;1.57;0.06;244.38;HBEFA3/PC_G_EU4;0.00;1229.02;veh135;4998718_0;63.41;53.14;!veh135!var#1;7.88;veh_passenger;0.00;16.363267;48.209730
2375.00;0.00;0.00;0.00;0.00;0.00;212.25;HBEFA3/PC_G_EU4;0.00;0.00;veh90;1320671226_0;53.23;16.93;!veh90!var#1;1.46;veh_passenger;0.00;16.378697;48.209632
2375.00;127.24;3776.51;0.67;1.64;0.08;100.26;HBEFA3/PC_G_EU4;0.00;1204.56;veh93;:60143829_6_0;64.26;4.54;!veh93!var#1;3.81;veh_passenger;0.00;16.378486;48.208247
2376.00;29.60;15335.89;6.14;128.07;3.08;336.67;HBEFA3/Bus;0.00;4852.09;bus39;:283097494_1_0;74.35;9.89;!bus39!var#1;4.45;bus_bus;0.00;16.367987;48.207492
2376.00;0.00;0.00;0.00;0.00;0.00;216.46;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle40;8072744_0;59.66;38.39;!motorcycle40!var#1;7.85;motorcycle_motorcycle;0.00;16.375746;48.204838
