timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
1714.00;56.32;truck39;694681348#1_0;11.68;0.00;6.34;truck_truck;16.372273;48.209827
1714.00;147.82;truck43;947169050_0;13.34;0.00;7.77;truck_truck;16.362934;48.208698
1714.00;168.29;veh66;714680566_0;3.30;0.00;1.52;veh_passenger;16.374851;48.209785
1714.00;54.14;veh84;:3666488128_0_0;1.48;0.00;4.43;veh_passenger;16.375231;48.210857
1714.00;80.76;veh88;-44005501_0;21.23;0.00;4.53;veh_passenger;16.366620;48.207757
1714.00;97.91;veh90;375939521#1_0;13.83;0.00;6.92;veh_passenger;16.364480;48.208357
1714.00;335.07;veh93;26153832#2_0;12.16;0.00;4.38;veh_passenger;16.364903;48.210865
1714.00;33.24;veh94;8072641_0;81.25;0.00;8.58;veh_passenger;16.378639;48.206608
1714.00;334.01;veh96;:33196432_0_0;8.34;0.00;4.69;veh_passenger;16.365190;48.210435
1714.00;328.55;veh97;9226410_0;23.75;0.00;4.21;veh_passenger;16.369958;48.209996
1714.00;128.96;veh98;-4998704_0;36.70;0.00;5.52;veh_passenger;16.370661;48.210576
1715.00;187.57;bus29;73313456_0;11.05;0.00;4.06;bus_bus;16.366207;48.207962
1715.00;305.50;bus30;:60431544_0_0;2.56;0.00;7.70;bus_bus;16.368104;48.211650
1715.00;53.06;motorcycle27;694681348#1_0;34.09;0.00;8.18;motorcycle_motorcycle;16.372528;48.209934
1715.00;155.13;motorcycle29;:33182886_5_0;3.49;0.00;5.19;motorcycle_motorcycle;16.366250;48.207871
1715.00;56.91;truck39;694681348#1_0;18.03;0.00;6.35;truck_truck;16.372345;48.209857
1715.00;147.82;truck43;947169050_0;21.26;0.00;7.92;truck_truck;16.362989;48.208637
1715.00;157.82;veh66;714680566_0;5.84;0.00;2.53;veh_passenger;16.374867;48.209765
1715.00;54.41;veh84;30323046#5_0;1.82;0.00;5.37;veh_passenger;16.375291;48.210884
1715.00;66.51;veh88;:17322926_1_0;0.96;0.00;5.20;veh_passenger;16.366685;48.207774
1715.00;97.91;veh90;375939521#1_0;19.91;0.00;6.08;veh_passenger;16.364560;48.208348
1715.00;327.34;veh93;:33196433_1_0;3.08;0.00;4.39;veh_passenger;16.364872;48.210897
1715.00;33.24;veh94;8072641_0;89.95;0.00;8.70;veh_passenger;16.378704;48.206673
1715.00;334.56;veh96;26153832#1_0;3.00;0.00;5.00;veh_passenger;16.365162;48.210476
1715.00;328.55;veh97;9226410_0;28.36;0.00;4.60;veh_passenger;16.369927;48.210031
1715.00;128.96;veh98;-4998704_0;42.12;0.00;5.42;veh_passenger;16.370717;48.210545
1716.00;177.28;bus29;73313456_0;15.57;0.00;4.52;bus_bus;16.366218;48.207922
1716.00;281.32;bus30;:60431544_0_0;10.05;0.00;7.50;bus_bus;16.368008;48.211650
1716.00;53.06;motorcycle27;694681348#1_0;42.32;0.00;8.23;motorcycle_motorcycle;16.372617;48.209978
1716.00;148.57;motorcycle29;:33182886_5_0;9.06;0.00;5.57;motorcycle_motorcycle;16.366285;48.207826
1716.00;57.30;truck39;694681348#1_0;25.54;0.00;7.51;truck_truck;16.372431;48.209892
1716.00;148.35;truck43;947169050_0;29.21;0.00;7.95;truck_truck;16.363044;48.208575
1716.00;150.56;veh66;714680566_0;7.77;0.00;1.94;veh_passenger;16.374881;48.209750
1716.00;54.56;veh84;30323046#5_0;6.43;0.00;4.61;veh_passenger;16.375342;48.210908
1716.00;91.07;veh88;:17322926_1_0;5.56;0.00;4.61;veh_passenger;16.366744;48.207772
1716.00;97.91;veh90;375939521#1_0;26.19;0.00;6.28;veh_passenger;16.364644;48.208339
1716.00;283.15;veh93;:33196433_1_0;7.24;0.00;4.16;veh_passenger;16.364820;48.210903
1716.00;33.24;veh94;8072641_0;98.07;0.00;8.12;veh_passenger;16.378766;48.206733
1716.00;334.94;veh96;26153832#1_0;7.72;0.00;4.72;veh_passenger;16.365136;48.210515
1716.00;346.21;veh97;:cluster_33182892_33196509_2_0;1.01;0.00;4.24;veh_passenger;16.369918;48.210066
1716.00;128.96;veh98;-4998704_0;46.65;0.00;4.53;veh_passenger;16.370764;48.210518
1717.00;165.42;bus29;:33182886_5_0;2.39;0.00;5.09;bus_bus;16.366244;48.207880
1717.00;233.93;bus30;190494839#5_0;3.96;0.00;7.78;bus_bus;16.367936;48.211599
1717.00;53.06;motorcycle27;694681348#1_0;48.92;0.00;6.60;motorcycle_motorcycle;16.372689;48.210013
1717.00;131.43;motorcycle29;:33182886_5_0;13.52;0.00;4.45;motorcycle_motorcycle;16.366324;48.207797
1717.00;56.11;truck39;694681348#1_0;33.14;0.00;7.60;truck_truck;16.372517;48.209929
1717.00;149.43;truck43;947169050_0;36.67;0.00;7.47;truck_truck;16.363093;48.208517
1717.00;145.80;veh66;714680566_0;9.28;0.00;1.51;veh_passenger;16.374892;48.209739
1717.00;54.56;veh84;30323046#5_0;11.59;0.00;5.16;veh_passenger;16.375399;48.210934
1717.00;135.27;veh88;4583443_0;2.94;0.00;4.98;veh_passenger;16.366790;48.207739
1717.00;97.91;veh90;375939521#1_0;33.53;0.00;7.34;veh_passenger;16.364742;48.208329
1717.00;241.48;veh93;455386120_0;3.08;0.00;4.88;veh_passenger;16.364762;48.210882
1717.00;33.24;veh94;8072641_0;105.82;0.00;7.75;veh_passenger;16.378825;48.206791
1717.00;334.94;veh96;26153832#1_0;12.38;0.00;4.66;veh_passenger;16.365111;48.210553
1717.00;43.70;veh97;:cluster_33182892_33196509_2_0;6.47;0.00;5.47;veh_passenger;16.369967;48.210101
1717.00;128.96;veh98;-4998704_0;50.56;0.00;3.91;veh_passenger;16.370804;48.210496
1718.00;157.27;bus29;:33182886_5_0;7.31;0.00;4.92;bus_bus;16.366273;48.207840
1718.00;218.40;bus30;190494839#5_0;11.97;0.00;8.02;bus_bus;16.367867;48.211543
1718.00;53.04;motorcycle27;:3308035582_0_0;2.65;0.00;7.38;motorcycle_motorcycle;16.372770;48.210052
1718.00;117.16;motorcycle29;-44005501_0;1.94;0.00;4.01;motorcycle_motorcycle;16.366369;48.207777
1718.00;53.06;truck39;694681348#1_0;40.16;0.00;7.02;truck_truck;16.372594;48.209966
1718.00;149.42;truck43;947169050_0;44.62;0.00;7.95;truck_truck;16.363146;48.208455
1718.00;145.80;veh66;714680566_0;10.95;0.00;1.67;veh_passenger;16.374905;48.209726
1718.00;65.48;veh84;:32665504_0_0;4.17;0.00;4.41;veh_passenger;16.375454;48.210949
1718.00;148.73;veh88;4583443_0;7.62;0.00;4.68;veh_passenger;16.366821;48.207703
1718.00;97.91;veh90;375939521#1_0;40.86;0.00;7.32;veh_passenger;16.364839;48.208319
1718.00;238.29;veh93;455386120_0;7.27;0.00;4.19;veh_passenger;16.364713;48.210863
1718.00;25.18;veh94;:60428312_2_0;1.80;0.00;6.09;veh_passenger;16.378862;48.206838
1718.00;334.94;veh96;26153832#1_0;17.54;0.00;5.16;veh_passenger;16.365082;48.210596
1718.00;59.70;veh97;:cluster_33182892_33196509_2_0;11.56;0.00;5.08;veh_passenger;16.370026;48.210123
1718.00;140.62;veh98;:33196483_2_0;3.69;0.00;5.72;veh_passenger;16.370852;48.210457
1719.00;150.88;bus29;:33182886_5_0;11.80;0.00;4.49;bus_bus;16.366306;48.207806
1719.00;218.38;bus30;190494839#5_0;19.72;0.00;7.75;bus_bus;16.367801;48.211489
1719.00;53.09;motorcycle27;694681348#2_0;5.30;0.00;7.65;motorcycle_motorcycle;16.372853;48.210092
1719.00;115.85;motorcycle29;-44005501_0;4.92;0.00;2.98;motorcycle_motorcycle;16.366405;48.207765
1719.00;53.06;truck39;694681348#1_0;47.58;0.00;7.42;truck_truck;16.372675;48.210006
1719.00;149.42;truck43;947169050_0;52.32;0.00;7.70;truck_truck;16.363197;48.208395
1719.00;145.80;veh66;714680566_0;12.65;0.00;1.69;veh_passenger;16.374917;48.209713
1719.00;106.56;veh84;745742182#0_0;2.31;0.00;5.90;veh_passenger;16.375529;48.210935
1719.00;155.10;veh88;4583443_0;12.46;0.00;4.84;veh_passenger;16.366847;48.207663
1719.00;86.38;veh90;:1068425372_3_0;5.52;0.00;7.33;veh_passenger;16.364937;48.208318
1719.00;238.29;veh93;455386120_0;12.14;0.00;4.87;veh_passenger;16.364657;48.210841
1719.00;318.99;veh94;:60428312_2_0;7.07;0.00;5.28;veh_passenger;16.378819;48.206874
1719.00;334.94;veh96;26153832#1_0;22.01;0.00;4.47;veh_passenger;16.365058;48.210632
1719.00;63.68;veh97;:cluster_33182892_33196509_2_0;16.13;0.00;4.58;veh_passenger;16.370082;48.210141
1719.00;207.51;veh98;4952856#4_0;0.36;0.00;5.71;veh_passenger;16.370824;48.210413
1720.00;142.90;bus29;:33182886_5_0;15.29;0.00;3.49;bus_bus;16.366343;48.207787
1720.00;218.38;bus30;190494839#5_0;27.93;0.00;8.21;bus_bus;16.367731;48.211432
1720.00;53.09;motorcycle27;694681348#2_0;11.41;0.00;6.12;motorcycle_motorcycle;16.372920;48.210124
1720.00;103.15;motorcycle29;-44005501_0;9.10;0.00;4.18;motorcycle_motorcycle;16.366459;48.207755
1720.00;53.05;truck39;:3308035582_0_0;1.47;0.00;7.55;truck_truck;16.372757;48.210045
1720.00;149.42;truck43;947169050_0;60.12;0.00;7.81;truck_truck;16.363249;48.208333
1720.00;145.80;veh66;714680566_0;14.44;0.00;1.79;veh_passenger;16.374930;48.209700
1720.00;117.38;veh84;745742182#0_0;10.08;0.00;7.76;veh_passenger;16.375621;48.210902
1720.00;155.10;veh88;4583443_0;16.63;0.00;4.17;veh_passenger;16.366870;48.207629
1720.00;91.92;veh90;1324975135_0;2.95;0.00;7.24;veh_passenger;16.365034;48.208318
1720.00;238.29;veh93;455386120_0;16.18;0.00;4.04;veh_passenger;16.364610;48.210822
1720.00;303.58;veh94;1213571161_0;5.09;0.00;5.79;veh_passenger;16.378755;48.206904
1720.00;334.94;veh96;26153832#1_0;27.13;0.00;5.12;veh_passenger;16.365030;48.210674
1720.00;67.89;veh97;:cluster_33182892_33196509_2_0;21.51;0.00;5.38;veh_passenger;16.370150;48.210158
1720.00;226.14;veh98;4952856#4_0;7.59;0.00;7.23;veh_passenger;16.370752;48.210369
1721.00;129.90;bus29;-44005501_0;3.95;0.00;4.24;bus_bus;16.366393;48.207769
1721.00;218.38;bus30;190494839#5_0;35.91;0.00;7.98;bus_bus;16.367663;48.211377
1721.00;49.11;motorcycle27;:68962715_0_0;7.21;0.00;7.91;motorcycle_motorcycle;16.373004;48.210167
1721.00;89.41;motorcycle29;-44005501_0;13.69;0.00;4.60;motorcycle_motorcycle;16.366520;48.207751
1721.00;53.06;truck39;694681348#2_0;2.96;0.00;6.49;truck_truck;16.372828;48.210080
1721.00;149.42;truck43;947169050_0;67.51;0.00;7.39;truck_truck;16.363298;48.208276
1721.00;145.80;veh66;714680566_0;16.83;0.00;2.40;veh_passenger;16.374948;48.209682
1721.00;117.38;veh84;745742182#0_0;17.07;0.00;7.00;veh_passenger;16.375704;48.210872
1721.00;155.10;veh88;4583443_0;20.94;0.00;4.31;veh_passenger;16.366893;48.207593
1721.00;93.94;veh90;1324975135_0;9.26;0.00;6.31;veh_passenger;16.365119;48.208313
1721.00;238.29;veh93;455386120_0;21.18;0.00;5.00;veh_passenger;16.364552;48.210799
1721.00;303.58;veh94;1213571161_0;12.62;0.00;7.53;veh_passenger;16.378671;48.206943
1721.00;334.94;veh96;26153832#1_0;32.03;0.00;4.90;veh_passenger;16.365003;48.210715
1721.00;68.42;veh97;25950172#1_0;1.48;0.00;4.52;veh_passenger;16.370207;48.210173
1721.00;226.14;veh98;4952856#4_0;15.17;0.00;7.58;veh_passenger;16.370678;48.210322
1722.00;117.56;bus29;-44005501_0;7.90;0.00;3.95;bus_bus;16.366443;48.207758
1722.00;218.41;bus30;:1838182003_0_0;0.60;0.00;7.75;bus_bus;16.367597;48.211323
1722.00;47.15;motorcycle27;:559267437_3_0;0.44;0.00;7.09;motorcycle_motorcycle;16.373076;48.210210
1722.00;85.57;motorcycle29;-44005501_0;18.50;0.00;4.81;motorcycle_motorcycle;16.366584;48.207752
1722.00;53.09;truck39;694681348#2_0;10.69;0.00;7.73;truck_truck;16.372912;48.210120
1722.00;147.65;truck43;629192670_0;7.10;0.00;7.93;truck_truck;16.363353;48.208215
1722.00;145.80;veh66;714680566_0;18.43;0.00;1.59;veh_passenger;16.374960;48.209670
1722.00;117.38;veh84;745742182#0_0;25.22;0.00;8.14;veh_passenger;16.375800;48.210837
1722.00;155.10;veh88;4583443_0;25.32;0.00;4.38;veh_passenger;16.366917;48.207557
1722.00;93.94;veh90;1324975135_0;15.78;0.00;6.52;veh_passenger;16.365206;48.208308
1722.00;238.28;veh93;455386120_0;26.29;0.00;5.11;veh_passenger;16.364493;48.210776
1722.00;303.58;veh94;1213571161_0;20.54;0.00;7.92;veh_passenger;16.378584;48.206983
1722.00;334.96;veh96;:1950497176_0_0;3.95;0.00;5.04;veh_passenger;16.364975;48.210756
1722.00;69.67;veh97;25950172#1_0;6.90;0.00;5.42;veh_passenger;16.370275;48.210189
1722.00;228.40;veh98;4952856#4_0;20.64;0.00;5.47;veh_passenger;16.370622;48.210290
1723.00;106.36;bus29;-44005501_0;12.60;0.00;4.70;bus_bus;16.366505;48.207751
1723.00;218.87;bus30;:1838182003_0_0;8.87;0.00;8.26;bus_bus;16.367525;48.211266
1723.00;37.67;motorcycle27;694681348#4_0;2.05;0.00;8.38;motorcycle_motorcycle;16.373151;48.210266
1723.00;65.66;motorcycle29;-44005501_0;24.17;0.00;5.67;motorcycle_motorcycle;16.366657;48.207766
1723.00;52.13;truck39;:68962715_0_0;6.07;0.00;7.49;truck_truck;16.372993;48.210161
1723.00;131.03;truck43;629192670_0;14.80;0.00;7.71;truck_truck;16.363428;48.208167
1723.00;145.80;veh66;714680566_0;20.36;0.00;1.93;veh_passenger;16.374974;48.209655
1723.00;108.01;veh84;745742182#1_0;2.18;0.00;7.08;veh_passenger;16.375889;48.210814
1723.00;155.10;veh88;4583443_0;29.26;0.00;3.94;veh_passenger;16.366939;48.207525
1723.00;93.94;veh90;1324975135_0;22.48;0.00;6.69;veh_passenger;16.365296;48.208303
1723.00;238.27;veh93;455386120_0;31.11;0.00;4.82;veh_passenger;16.364437;48.210754
1723.00;303.28;veh94;:59988382_0_0;2.49;0.00;8.77;veh_passenger;16.378486;48.207028
1723.00;335.05;veh96;26153832#2_0;3.86;0.00;4.91;veh_passenger;16.364948;48.210796
1723.00;69.67;veh97;25950172#1_0;12.03;0.00;5.13;veh_passenger;16.370341;48.210204
1723.00;222.48;veh98;:32665895_1_0;3.45;0.00;4.40;veh_passenger;16.370583;48.210261
1724.00;95.56;bus29;-44005501_0;17.64;0.00;5.03;bus_bus;16.366573;48.207750
1724.00;220.02;bus30;190494839#6_0;6.15;0.00;8.32;bus_bus;16.367451;48.211210
1724.00;37.65;motorcycle27;694681348#4_0;9.84;0.00;7.79;motorcycle_motorcycle;16.373216;48.210320
1724.00;76.43;motorcycle29;:17322926_1_0;2.83;0.00;4.13;motorcycle_motorcycle;16.366709;48.207778
1724.00;47.54;truck39;694681348#3_0;3.57;0.00;7.63;truck_truck;16.373070;48.210206
1724.00;114.58;truck43;629192670_0;21.66;0.00;6.86;truck_truck;16.363511;48.208141
1724.00;145.79;veh66;:60060397_0_0;0.37;0.00;1.50;veh_passenger;16.374985;48.209644
1724.00;106.37;veh84;745742182#1_0;5.92;0.00;3.74;veh_passenger;16.375937;48.210804
1724.00;138.19;veh88;:12329087451_0_0;2.61;0.00;5.19;veh_passenger;16.366981;48.207491
1724.00;93.94;veh90;1324975135_0;28.66;0.00;6.19;veh_passenger;16.365379;48.208298
1724.00;238.27;veh93;455386120_0;35.21;0.00;4.10;veh_passenger;16.364390;48.210735
1724.00;302.30;veh94;768586799_0;6.09;0.00;8.66;veh_passenger;16.378389;48.207071
1724.00;335.07;veh96;26153832#2_0;8.09;0.00;4.23;veh_passenger;16.364925;48.210831
1724.00;70.71;veh97;25950172#1_0;17.21;0.00;5.18;veh_passenger;16.370407;48.210219
1724.00;218.62;veh98;:32665895_1_0;4.19;0.00;0.74;veh_passenger;16.370578;48.210255
1725.00;84.86;bus29;-44005501_0;22.58;0.00;4.94;bus_bus;16.366638;48.207760
1725.00;220.95;bus30;190494839#6_0;14.42;0.00;8.27;bus_bus;16.367376;48.211155
1725.00;37.65;motorcycle27;694681348#4_0;17.74;0.00;7.89;motorcycle_motorcycle;16.373283;48.210376
1725.00;130.52;motorcycle29;4583443_0;0.10;0.00;4.86;motorcycle_motorcycle;16.366765;48.207759
1725.00;41.11;truck39;694681348#4_0;0.96;0.00;7.89;truck_truck;16.373142;48.210258
1725.00;97.75;truck43;:3725966760_7_0;4.27;0.00;7.73;truck_truck;16.363611;48.208130
1725.00;144.78;veh66;:60060397_0_0;3.02;0.00;2.65;veh_passenger;16.375006;48.209624
1725.00;118.06;veh84;:283103898_2_0;3.70;0.00;4.10;veh_passenger;16.375983;48.210785
1725.00;153.51;veh88;1332659462_0;4.47;0.00;5.38;veh_passenger;16.367013;48.207448
1725.00;93.94;veh90;1324975135_0;35.44;0.00;6.78;veh_passenger;16.365470;48.208293
1725.00;238.27;veh93;455386120_0;39.68;0.00;4.47;veh_passenger;16.364338;48.210714
1725.00;302.30;veh94;768586799_0;13.89;0.00;7.80;veh_passenger;16.378302;48.207110
1725.00;335.07;veh96;26153832#2_0;13.32;0.00;5.23;veh_passenger;16.364897;48.210874
1725.00;73.00;veh97;25950172#1_0;22.17;0.00;4.97;veh_passenger;16.370471;48.210231
1725.00;212.77;veh98;:32665895_1_0;4.88;0.00;0.69;veh_passenger;16.370577;48.210249
1726.00;75.07;bus29;:17322926_1_0;1.55;0.00;4.44;bus_bus;16.366692;48.207776
1726.00;220.95;bus30;190494839#7_0;2.15;0.00;8.18;bus_bus;16.367303;48.211100
1726.00;37.65;motorcycle27;694681348#4_0;24.46;0.00;6.72;motorcycle_motorcycle;16.373339;48.210423
1726.00;143.16;motorcycle29;4583443_0;5.16;0.00;5.07;motorcycle_motorcycle;16.366807;48.207723
1726.00;37.65;truck39;694681348#4_0;8.87;0.00;7.91;truck_truck;16.373208;48.210314
1726.00;62.89;truck43;:3725966760_7_0;11.60;0.00;7.34;truck_truck;16.363700;48.208158
1726.00;142.63;veh66;:60060397_0_0;4.66;0.00;1.64;veh_passenger;16.375020;48.209613
1726.00;158.29;veh84;:283103898_2_0;7.48;0.00;3.79;veh_passenger;16.375994;48.210753
1726.00;155.63;veh88;:17322928_1_0;5.66;0.00;6.74;veh_passenger;16.367049;48.207393
1726.00;98.50;veh90;1324975135_0;41.96;0.00;6.52;veh_passenger;16.365556;48.208284
1726.00;238.27;veh93;455386120_0;44.35;0.00;4.66;veh_passenger;16.364284;48.210693
1726.00;302.30;veh94;768586799_0;21.86;0.00;7.98;veh_passenger;16.378212;48.207149
1726.00;334.95;veh96;:33196433_0_0;4.04;0.00;4.19;veh_passenger;16.364874;48.210909
1726.00;81.75;veh97;:32665895_2_0;1.25;0.00;4.39;veh_passenger;16.370530;48.210235
1726.00;212.61;veh98;:32665895_1_0;4.89;0.00;0.01;veh_passenger;16.370577;48.210249
1727.00;82.32;bus29;:17322926_1_0;6.48;0.00;4.93;bus_bus;16.366753;48.207766
1727.00;220.94;bus30;190494839#7_0;10.05;0.00;7.91;bus_bus;16.367232;48.211047
1727.00;45.67;motorcycle27;:32666355_2_0;2.37;0.00;5.49;motorcycle_motorcycle;16.373389;48.210460
1727.00;155.10;motorcycle29;4583443_0;9.55;0.00;4.39;motorcycle_motorcycle;16.366831;48.207687
1727.00;37.65;truck39;694681348#4_0;16.31;0.00;7.44;truck_truck;16.373271;48.210366
1727.00;53.42;truck43;4998702#0_0;5.64;0.00;7.48;truck_truck;16.363782;48.208197
1727.00;139.43;veh66;26565523#0_0;2.33;0.00;2.47;veh_passenger;16.375041;48.209596
1727.00;167.11;veh84;:283103898_2_0;8.37;0.00;0.88;veh_passenger;16.375993;48.210745
1727.00;155.90;veh88;31130247#0_0;4.12;0.00;7.21;veh_passenger;16.367088;48.207333
1727.00;98.50;veh90;1324975135_0;48.34;0.00;6.38;veh_passenger;16.365641;48.208274
1727.00;238.27;veh93;455386120_0;48.42;0.00;4.08;veh_passenger;16.364237;48.210674
1727.00;302.30;veh94;768586799_0;29.75;0.00;7.88;veh_passenger;16.378123;48.207188
1727.00;334.92;veh96;:33196433_0_0;8.55;0.00;4.51;veh_passenger;16.364849;48.210946
1727.00;117.17;veh97;4952816#0_0;1.06;0.00;6.12;veh_passenger;16.370602;48.210215
1727.00;212.58;veh98;:32665895_1_0;4.90;0.00;0.00;veh_passenger;16.370577;48.210249
1728.00;109.79;bus29;4583443_0;3.63;0.00;4.76;bus_bus;16.366796;48.207735
1728.00;220.97;bus30;190494839#8_0;0.25;0.00;5.86;bus_bus;16.367179;48.211008
1728.00;108.97;motorcycle27;:32666355_2_0;7.76;0.00;5.39;motorcycle_motorcycle;16.373457;48.210459
1728.00;155.10;motorcycle29;4583443_0;14.94;0.00;5.39;motorcycle_motorcycle;16.366861;48.207643
1728.00;37.65;truck39;694681348#4_0;22.64;0.00;6.33;truck_truck;16.373324;48.210410
1728.00;52.77;truck43;4998702#0_0;13.53;0.00;7.90;truck_truck;16.363867;48.208239
1728.00;138.63;veh66;26565523#0_0;4.24;0.00;1.91;veh_passenger;16.375058;48.209583
1728.00;178.05;veh84;25950770_0;0.68;0.00;1.04;veh_passenger;16.375990;48.210736
1728.00;155.95;veh88;31130247#0_0;11.81;0.00;7.69;veh_passenger;16.367128;48.207269
1728.00;98.50;veh90;1324975135_0;55.61;0.00;7.26;veh_passenger;16.365737;48.208263
1728.00;238.27;veh93;455386120_0;53.50;0.00;5.08;veh_passenger;16.364178;48.210651
1728.00;302.30;veh94;768586799_0;38.32;0.00;8.57;veh_passenger;16.378027;48.207230
1728.00;334.86;veh96;571594915#0_0;2.11;0.00;4.79;veh_passenger;16.364823;48.210985
1728.00;136.97;veh97;4952816#0_0;8.49;0.00;7.43;veh_passenger;16.370668;48.210165
1728.00;212.55;veh98;:32665895_1_0;4.90;0.00;0.00;veh_passenger;16.370577;48.210249
1729.00;139.33;bus29;4583443_0;8.47;0.00;4.84;bus_bus;16.366826;48.207696
1729.00;227.38;bus30;:60431543_0_0;4.49;0.00;6.48;bus_bus;16.367110;48.210974
1729.00;126.34;motorcycle27;4952862_0;4.62;0.00;5.74;motorcycle_motorcycle;16.373519;48.210428
1729.00;155.10;motorcycle29;4583443_0;19.34;0.00;4.40;motorcycle_motorcycle;16.366885;48.207607
1729.00;37.65;truck39;694681348#4_0;26.58;0.00;3.93;truck_truck;16.373357;48.210438
1729.00;52.77;truck43;4998702#0_0;21.11;0.00;7.58;truck_truck;16.363950;48.208279
1729.00;138.61;veh66;26565523#0_0;5.87;0.00;1.63;veh_passenger;16.375072;48.209572
1729.00;183.13;veh84;25950770_0;1.51;0.00;0.83;veh_passenger;16.375987;48.210729
1729.00;155.95;veh88;31130247#0_0;19.16;0.00;7.35;veh_passenger;16.367167;48.207208
1729.00;98.55;veh90;1324975135_0;62.78;0.00;7.17;veh_passenger;16.365833;48.208253
1729.00;238.27;veh93;455386120_0;57.66;0.00;4.15;veh_passenger;16.364130;48.210632
1729.00;302.30;veh94;768586799_0;46.69;0.00;8.37;veh_passenger;16.377933;48.207272
1729.00;334.79;veh96;571594915#0_0;7.25;0.00;5.14;veh_passenger;16.364794;48.211027
1729.00;122.13;veh97;4952816#0_0;15.54;0.00;7.05;veh_passenger;16.370748;48.210130
1729.00;195.13;veh98;:32665895_4_0;1.50;0.00;1.60;veh_passenger;16.370580;48.210235
1730.00;150.99;bus29;4583443_0;13.56;0.00;5.08;bus_bus;16.366853;48.207654
1730.00;267.21;bus30;-27368746#1_0;1.97;0.00;6.56;bus_bus;16.367032;48.210998
1730.00;126.34;motorcycle27;4952862_0;12.41;0.00;7.79;motorcycle_motorcycle;16.373603;48.210386
1730.00;155.10;motorcycle29;4583443_0;22.32;0.00;2.97;motorcycle_motorcycle;16.366901;48.207582
1730.00;46.10;truck39;:32666355_2_0;3.76;0.00;4.77;truck_truck;16.373406;48.210464
1730.00;52.82;truck43;:12106335818_6_0;6.63;0.00;7.38;truck_truck;16.364030;48.208319
1730.00;133.02;veh66;26565523#0_0;8.43;0.00;2.57;veh_passenger;16.375099;48.209558
1730.00;191.10;veh84;25950770_0;2.81;0.00;1.30;veh_passenger;16.375981;48.210718
1730.00;156.08;veh88;:3332897219_0_0;2.61;0.00;7.25;veh_passenger;16.367205;48.207148
1730.00;103.59;veh90;1324975135_0;69.79;0.00;7.01;veh_passenger;16.365924;48.208238
1730.00;238.28;veh93;4998720#0_0;1.50;0.00;3.97;veh_passenger;16.364085;48.210614
1730.00;302.30;veh94;768586799_0;54.50;0.00;7.81;veh_passenger;16.377845;48.207310
1730.00;334.79;veh96;571594915#0_0;11.48;0.00;4.23;veh_passenger;16.364771;48.211062
1730.00;122.31;veh97;4952816#0_0;22.92;0.00;7.38;veh_passenger;16.370831;48.210094
1730.00;150.42;veh98;4952816#0_0;1.80;0.00;3.51;veh_passenger;16.370608;48.210210
1731.00;155.10;bus29;4583443_0;17.48;0.00;3.92;bus_bus;16.366875;48.207622
1731.00;303.72;bus30;-27368746#1_0;9.60;0.00;7.63;bus_bus;16.366948;48.211038
1731.00;126.34;motorcycle27;4952862_0;17.04;0.00;4.63;motorcycle_motorcycle;16.373652;48.210361
1731.00;155.10;motorcycle29;4583443_0;25.78;0.00;3.47;motorcycle_motorcycle;16.366920;48.207554
1731.00;98.71;truck39;4952862_0;0.66;0.00;5.78;truck_truck;16.373477;48.210450
1731.00;54.25;truck43;:2987780578_1_0;2.04;0.00;7.35;truck_truck;16.364111;48.208356
1731.00;126.04;veh66;26565523#0_0;10.54;0.00;2.11;veh_passenger;16.375122;48.209547
1731.00;194.03;veh84;25950770_0;3.71;0.00;0.90;veh_passenger;16.375977;48.210710
1731.00;156.79;veh88;:11414236267_0_0;3.39;0.00;7.72;veh_passenger;16.367244;48.207084
1731.00;103.59;veh90;1324975135_0;76.76;0.00;6.97;veh_passenger;16.366015;48.208222
1731.00;238.30;veh93;4998720#0_0;7.67;0.00;6.17;veh_passenger;16.364014;48.210586
1731.00;302.30;veh94;768586799_0;62.64;0.00;8.14;veh_passenger;16.377753;48.207350
1731.00;334.79;veh96;571594915#0_0;16.78;0.00;5.30;veh_passenger;16.364742;48.211105
1731.00;123.15;veh97;4952816#0_0;31.10;0.00;8.18;veh_passenger;16.370922;48.210053
1731.00;137.77;veh98;4952816#0_0;7.25;0.00;5.44;veh_passenger;16.370657;48.210173
1732.00;155.10;bus29;4583443_0;20.92;0.00;3.44;bus_bus;16.366893;48.207594
1732.00;300.70;bus30;-27368746#1_0;17.78;0.00;8.19;bus_bus;16.366854;48.211076
1732.00;148.34;motorcycle27;:32666488_4_0;4.09;0.00;5.78;motorcycle_motorcycle;16.373703;48.210323
1732.00;155.10;motorcycle29;4583443_0;30.56;0.00;4.77;motorcycle_motorcycle;16.366946;48.207514
1732.00;126.34;truck39;4952862_0;7.36;0.00;6.69;truck_truck;16.373549;48.210413
1732.00;77.67;truck43;375939521#0_0;5.16;0.00;7.84;truck_truck;16.364214;48.208371
1732.00;122.15;veh66;26565523#0_0;12.80;0.00;2.26;veh_passenger;16.375148;48.209536
1732.00;196.96;veh84;25950770_0;4.60;0.00;0.90;veh_passenger;16.375972;48.210703
1732.00;156.82;veh88;118736578#1_0;5.37;0.00;7.08;veh_passenger;16.367280;48.207025
